0,160.0,0.051700,0.310000,0.360000,3.630000,0.150000,AUT,0.0,0.005700,0.000000,0.000000,proton,h+,compass
1,160.0,0.051800,0.300000,0.350000,3.640000,0.250000,AUT,0.0,0.004800,0.000000,0.000000,proton,h+,compass
2,160.0,0.051300,0.300000,0.360000,3.640000,0.350000,AUT,0.0,0.004500,0.000000,0.000000,proton,h+,compass
3,160.0,0.051700,0.310000,0.360000,3.740000,0.450000,AUT,0.0,0.004700,0.000000,0.000000,proton,h+,compass
4,160.0,0.051700,0.310000,0.360000,3.820000,0.550000,AUT,0.0,0.005200,0.000000,0.000000,proton,h+,compass
5,160.0,0.062900,0.230000,0.370000,4.340000,0.500000,AUT,0.0,0.005000,0.000000,0.000000,proton,h+,compass
6,160.0,0.101100,0.220000,0.370000,6.750000,0.500000,AUT,0.0,0.005900,0.000000,0.000000,proton,h+,compass
7,160.0,0.162600,0.220000,0.370000,10.530000,0.500000,AUT,0.0,0.007300,0.000000,0.000000,proton,h+,compass
8,160.0,0.288100,0.230000,0.380000,20.480000,0.530000,AUT,0.0,0.009300,0.000000,0.000000,proton,h+,compass
9,160.0,0.051800,0.320000,0.320000,3.880000,0.500000,AUT,0.0,0.005000,0.000000,0.000000,proton,h+,compass
10,160.0,0.052500,0.310000,0.370000,3.880000,0.520000,AUT,0.0,0.005800,0.000000,0.000000,proton,h+,compass
11,160.0,0.053100,0.310000,0.450000,3.870000,0.550000,AUT,0.0,0.005000,0.000000,0.000000,proton,h+,compass
12,160.0,0.053300,0.300000,0.570000,3.820000,0.590000,AUT,0.0,0.005700,0.000000,0.000000,proton,h+,compass
13,160.0,0.051800,0.300000,0.720000,3.630000,0.600000,AUT,0.0,0.008100,0.000000,0.000000,proton,h+,compass
